id,fecha_inicio,fecha_ultima_accion,pex,p1a,p1b,pinst,ppei1,ppei2,ppei3,ppei4,p2,p3,p4a,p4b,p4c,nps,pgen,gen,region,educ,edad,ocup,ingreso,sitdisc,indg,mes
23343,2023-02-15 20:56:43,2023-02-15 20:58:38,5,5,1,5,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,4,4,4,6,1,Femenino.,Región Metropolitana de Santiago.,Media completa.,18 a 29 años.,Trabajador/a por cuenta propia,Menos de $300.000,No,No,February
23345,2023-02-15 21:17:36,2023-02-15 21:19:49,7,7,7,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,6,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,February
23346,2023-02-15 21:38:47,2023-02-15 21:47:17,7,6,3,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,65 años o más.,Jubilado/a,Entre $600.000 y $1.099.000,Sí,Sí,February
23349,2023-02-15 22:52:25,2023-02-15 22:57:16,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Tarapacá.,Superior universitaria completa.,45 a 64 años.,Desempleado/a o desocupado/a,Entre $300.001 y $399.999,No,No,February
23353,2023-02-16 06:03:50,2023-02-16 06:05:44,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,February
23358,2023-02-16 08:03:03,2023-02-16 08:07:57,7,1,1,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,4,4,10,7,Femenino.,Región de Los Lagos.,Media completa.,45 a 64 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,February
23362,2023-02-16 08:51:23,2023-02-16 08:57:28,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,1,6,1,1,Masculino.,Región de Antofagasta.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No,February
23366,2023-02-16 09:27:20,2023-02-16 09:29:21,1,1,1,1,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No,February
23369,2023-02-16 10:13:26,2023-02-16 10:14:47,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,February
23371,2023-02-16 11:01:14,2023-02-16 11:03:17,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Valparaíso.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,February
23373,2023-02-16 11:08:53,2023-02-16 11:11:59,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,February
23375,2023-02-16 11:28:49,2023-02-16 11:30:54,7,2,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,6,6,10,7,Femenino.,Región de Valparaíso.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,February
23376,2023-02-16 11:40:26,2023-02-16 11:44:04,6,6,6,6,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $300.001 y $399.999,No,No,February
23379,2023-02-16 12:46:31,2023-02-16 12:51:50,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,1,1,1,1,Masculino.,Región del Libertador General Bernardo O’Higgins.,Media completa.,18 a 29 años.,Empleador/a o patrón/a,Entre $600.000 y $1.099.000,No,No,February
23380,2023-02-16 13:18:59,2023-02-16 13:21:05,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Coquimbo.,Superior universitaria completa.,18 a 29 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,February
23381,2023-02-16 13:21:30,2023-02-16 13:25:49,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,5,6,Femenino.,Región del Maule.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,February
23382,2023-02-16 13:27:14,2023-02-16 13:33:15,3,1,1,4,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,5,3,3,3,3,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,February
23383,2023-02-16 13:33:36,2023-02-16 13:35:54,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No,February
23385,2023-02-16 13:53:23,2023-02-16 14:00:44,5,5,1,5,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,3,3,3,4,4,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,February
23387,2023-02-16 14:18:08,2023-02-16 14:22:10,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,7,1,1,Masculino.,Región del Biobío.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,February
23388,2023-02-16 14:23:11,2023-02-16 14:26:13,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,18 a 29 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,February
23389,2023-02-16 14:34:06,2023-02-16 14:39:34,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,3,1,1,1,1,Masculino.,Región del Libertador General Bernardo O’Higgins.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,February
23390,2023-02-16 14:35:52,2023-02-16 14:46:31,5,3,1,5,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,4,4,5,6,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Empleador/a o patrón/a,Entre $400.000 y $599.999,No,No,February
23391,2023-02-16 14:52:40,2023-02-16 14:54:55,7,7,7,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,18 a 29 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,February
23392,2023-02-16 14:54:33,2023-02-16 14:56:19,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Empleador/a o patrón/a,$1.100.000 o más,No,No,February
23393,2023-02-16 14:57:03,2023-02-16 14:59:02,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,2,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,February
23394,2023-02-16 16:03:44,2023-02-16 16:07:02,6,2,2,6,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,2,5,8,6,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Jubilado/a,Menos de $300.000,No,No,February
23396,2023-02-16 16:27:03,2023-02-16 16:35:34,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región de Coquimbo.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,Sí,February
23401,2023-02-16 18:24:39,2023-02-16 18:38:39,1,1,1,3,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,1,5,2,3,Masculino.,Región del Maule.,Media completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,February
23403,2023-02-16 18:29:02,2023-02-16 18:30:33,7,7,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Valparaíso.,Media completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,February
23405,2023-02-16 19:24:50,2023-02-16 19:26:42,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Valparaíso.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,February
23406,2023-02-16 20:11:14,2023-02-16 20:17:12,7,6,5,6,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,10,6,Masculino.,Región del Maule.,Media completa.,30 a 44 años.,Trabajador/a por cuenta propia,Entre $400.000 y $599.999,No,No,February
23410,2023-02-16 20:56:13,2023-02-16 20:58:51,1,1,1,3,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,6,1,6,1,4,Masculino.,Región de La Araucanía.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No,February
23411,2023-02-16 21:41:01,2023-02-16 21:44:06,6,6,3,6,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,6,6,8,5,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Asalariado/a,Entre $400.000 y $599.999,No,No,February
23412,2023-02-16 21:41:18,2023-02-16 21:43:19,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Jubilado/a,$1.100.000 o más,No,No,February
23415,2023-02-16 23:54:08,2023-02-16 23:56:50,3,1,1,3,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,2,1,1,3,1,Masculino.,Región de La Araucanía.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,February
23417,2023-02-17 06:46:42,2023-02-17 06:56:34,2,2,2,5,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,2,2,2,3,3,Femenino.,Región de Coquimbo.,Superior técnico profesional completa.,65 años o más.,Jubilado/a,Entre $400.000 y $599.999,No,No,February
23419,2023-02-17 07:29:22,2023-02-17 07:33:47,6,1,1,6,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,6,6,9,5,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Jubilado/a,$1.100.000 o más,No,No,February
23421,2023-02-17 07:44:53,2023-02-17 07:47:20,1,1,1,2,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,1,7,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,February
23422,2023-02-17 07:49:57,2023-02-17 07:53:33,6,5,1,6,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Media completa.,45 a 64 años.,Desempleado/a o desocupado/a,Entre $300.001 y $399.999,No,No,February
23425,2023-02-17 08:23:09,2023-02-17 08:24:27,7,6,5,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,February
23432,2023-02-17 10:11:13,2023-02-17 10:12:22,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,February
23434,2023-02-17 10:41:40,2023-02-17 10:52:49,1,1,1,1,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,3,3,7,1,1,Masculino.,Región del Ñuble.,Superior técnico profesional completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No,February
23437,2023-02-17 11:42:14,2023-02-17 11:45:56,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,1,4,1,1,Masculino.,Región de Coquimbo.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No,February
23439,2023-02-17 11:57:43,2023-02-17 12:00:12,7,7,5,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Empleador/a o patrón/a,Entre $600.000 y $1.099.000,No,No,February
23440,2023-02-17 12:26:12,2023-02-17 12:42:54,6,3,1,6,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,3,6,10,5,Masculino.,Región de Magallanes y la Antártica Chilena.,Superior universitaria completa.,65 años o más.,Jubilado/a,Entre $400.000 y $599.999,No,No,February
23442,2023-02-17 12:38:18,2023-02-17 12:39:34,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región del Biobío.,Superior universitaria completa.,18 a 29 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No,February
23443,2023-02-17 12:44:09,2023-02-17 12:45:49,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,7,7,10,7,Femenino.,Región de Valparaíso.,Media completa.,18 a 29 años.,Asalariado/a,Menos de $300.000,No,No,February
23444,2023-02-17 13:00:54,2023-02-17 13:05:05,7,6,5,7,,,,,Solucionó parcialmente su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,7,6,7,10,7,Masculino.,Región Metropolitana de Santiago.,Media completa.,18 a 29 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,Sí,February
23446,2023-02-17 13:03:19,2023-02-17 13:05:14,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,February
23449,2023-02-17 13:59:22,2023-02-17 14:00:51,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región del Maule.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $300.001 y $399.999,No,No,February
23450,2023-02-17 14:02:32,2023-02-17 14:08:54,1,1,1,6,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,4,4,5,1,Femenino.,Región de La Araucanía.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $400.000 y $599.999,No,Sí,February
23451,2023-02-17 14:40:06,2023-02-17 14:43:04,6,7,3,6,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,6,6,8,7,Masculino.,Región de Magallanes y la Antártica Chilena.,Media completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,Sí,February
23454,2023-02-17 15:09:03,2023-02-17 15:14:35,7,7,5,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Valparaíso.,Media completa.,65 años o más.,Jubilado/a,Entre $600.000 y $1.099.000,No,No,February
23458,2023-02-17 15:30:46,2023-02-17 15:34:01,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,Sí,February
23462,2023-02-17 15:49:26,2023-02-17 16:05:52,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,2,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,65 años o más.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,February
23466,2023-02-17 17:02:42,2023-02-17 17:10:07,7,7,7,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Biobío.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No,February
23471,2023-02-17 20:47:21,2023-02-17 20:54:17,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,2,2,6,1,1,Femenino.,Región de La Araucanía.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,February
23474,2023-02-18 00:05:40,2023-02-18 00:08:40,7,7,4,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,6,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,February
23477,2023-02-18 04:39:58,2023-02-18 04:43:14,1,1,1,4,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,February
